"DR_NO","Date Rptd","DATE OCC","TIME OCC","AREA","AREA NAME","Rpt Dist No","Part 1-2","Crm Cd","Crm Cd Desc","Mocodes","Vict Age","Vict Sex","Vict Descent","Premis Cd","Premis Desc","Weapon Used Cd","Weapon Desc","Status","Status Desc","Crm Cd 1","Crm Cd 2","Crm Cd 3","Crm Cd 4","LOCATION","Cross Street","LAT","LON"
"242009020","2024 May 18 12:00:00 AM","2024 May 17 12:00:00 AM","0001","20","Olympic","2083","1","510","VEHICLE - STOLEN",,"0",,,"108","PARKING LOT",,,"IC","Invest Cont","510",,,,"1600 S  WESTERN                      AV",,"34.0436","-118.309"
"241108081","2024 May 13 12:00:00 AM","2024 May 09 12:00:00 AM","1730","11","Northeast","1175","1","330","BURGLARY FROM VEHICLE","0344 1302 1307","24","F","K","109","PARK/PLAYGROUND",,,"IC","Invest Cont","330",,,,"ELYSIAN PARK                 DR","STADIUM                      WY","34.0861","-118.2431"
"241211406","2024 May 07 12:00:00 AM","2024 May 06 12:00:00 AM","2200","12","77th Street","1253","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","1300 0344 0385 1822","29","M","H","501","SINGLE FAMILY DWELLING",,,"IC","Invest Cont","331",,,,"1900 W  76TH                         ST",,"33.9709","-118.3112"
"241009077","2024 May 27 12:00:00 AM","2024 May 27 12:00:00 AM","1620","10","West Valley","1077","1","510","VEHICLE - STOLEN",,"0",,,"108","PARKING LOT",,,"IC","Invest Cont","510",,,,"17200    VENTURA                      BL",,"34.1605","-118.5076"
"240609001","2024 May 06 12:00:00 AM","2024 May 06 12:00:00 AM","1445","06","Hollywood","0639","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","1822 0329 1501","34","F","W","504","OTHER RESIDENCE",,,"IC","Invest Cont","740",,,,"5400    RUSSELL                      AV",,"34.1042","-118.3072"
"241809905","2024 May 07 12:00:00 AM","2024 May 06 12:00:00 AM","1524","18","Southeast","1829","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","1822 0325 0344","0","X","X","405","CLOTHING STORE",,,"IC","Invest Cont","442",,,,"9800 S  ALAMEDA                      ST",,"33.9478","-118.2289"
"240909104","2024 May 14 12:00:00 AM","2024 May 13 12:00:00 AM","1800","09","Van Nuys","0926","1","510","VEHICLE - STOLEN",,"0",,,"707","GARAGE/CARPORT",,,"IC","Invest Cont","510",,,,"14200    GILMORE                      ST",,"34.1876","-118.4422"
"240209990","2024 May 18 12:00:00 AM","2024 May 09 12:00:00 AM","1100","02","Rampart","0218","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","1822 1300 1307 0344","36","M","W","108","PARKING LOT",,,"IC","Invest Cont","331",,,,"1200    LAVETA                       TR",,"34.0754","-118.2562"
"240709117","2024 May 28 12:00:00 AM","2024 May 27 12:00:00 AM","2140","07","Wilshire","0743","1","330","BURGLARY FROM VEHICLE","0344 1300","52","F","F","102","SIDEWALK",,,"IC","Invest Cont","330",,,,"S  OGDEN                        DR","S  GENESEE                      AV","34.0621","-118.3596"
"241108075","2024 May 13 12:00:00 AM","2024 May 11 12:00:00 AM","0530","11","Northeast","1179","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344","0","X","X","247","CAR WASH",,,"IC","Invest Cont","341",,,,"4000 N  FIGUEROA                     ST",,"34.0921","-118.2105"
"240209765","2024 May 13 12:00:00 AM","2024 May 08 12:00:00 AM","1630","02","Rampart","0266","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","1822 0385 0344","19","M","H","101","STREET",,,"IC","Invest Cont","331",,,,"700    BEACON                       AV",,"34.054","-118.2726"
"240808690","2024 May 30 12:00:00 AM","2024 May 29 12:00:00 AM","1950","08","West LA","0818","1","510","VEHICLE - STOLEN",,"0",,,"101","STREET",,,"IC","Invest Cont","510",,,,"10800    LE CONTE                     AV",,"34.0711","-118.4454"
"241510255","2024 May 10 12:00:00 AM","2024 May 10 12:00:00 AM","0320","15","N Hollywood","1525","2","624","BATTERY - SIMPLE ASSAULT","0416 0906 0561","29","F","H","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","624",,,,"11800    VICTORY                      BL",,"34.1867","-118.39"
