DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
241907237,03/28/2024 12:00:00 AM,03/27/2024 12:00:00 AM,1730,19,Mission,1967,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,59,M,H,101,STREET,,,IC,Invest Cont,331,,,,13900    OSBORNE                      ST,,34.2416,-118.4371
241708567,03/31/2024 12:00:00 AM,03/10/2024 12:00:00 AM,1500,17,Devonshire,1725,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,46,M,I,102,SIDEWALK,,,IC,Invest Cont,745,,,,10700    BAILE                        AV,,34.2646,-118.5626
242107505,03/24/2024 12:00:00 AM,03/24/2024 12:00:00 AM,0200,21,Topanga,2145,1,330,BURGLARY FROM VEHICLE,0344 0321 1202,63,F,H,104,DRIVEWAY,,,IC,Invest Cont,330,,,,22200    CRISWELL                     ST,,34.1907,-118.6112
240507207,03/25/2024 12:00:00 AM,03/25/2024 12:00:00 AM,1400,05,Harbor,0585,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,22ND                         ST,MEYLER,33.7243,-118.2968
240307749,03/14/2024 12:00:00 AM,03/13/2024 12:00:00 AM,1800,03,Southwest,0398,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,500 W  43RD                         PL,,34.0046,-118.2827
240506969,03/19/2024 12:00:00 AM,03/06/2024 12:00:00 AM,1000,05,Harbor,0505,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,0,M,O,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,1000    FRANCISCO                    ST,,33.8499,-118.2952
240308379,03/27/2024 12:00:00 AM,03/26/2024 12:00:00 AM,2300,03,Southwest,0377,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1200    LEIGHTON                     AV,,34.0132,-118.2974
241700735,03/25/2024 12:00:00 AM,03/25/2024 12:00:00 AM,1414,17,Devonshire,1753,1,761,BRANDISH WEAPON,0334 1822,29,M,W,602,BANK,207,OTHER KNIFE,AO,Adult Other,761,,,,20500    DEVONSHIRE                   ST,,34.2573,-118.5798
240706667,03/03/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1800,07,Wilshire,0717,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,24,F,W,406,OTHER STORE,,,IC,Invest Cont,745,,,,300 N  SYCAMORE                     AV,,34.0762,-118.3429
242107187,03/22/2024 12:00:00 AM,03/22/2024 12:00:00 AM,1815,21,Topanga,2145,2,624,BATTERY - SIMPLE ASSAULT,0448 2021 0361 0603,58,M,O,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,22000    GILMORE                      ST,,34.1876,-118.607
240507355,03/29/2024 12:00:00 AM,03/27/2024 12:00:00 AM,1900,05,Harbor,0587,1,310,BURGLARY,0344 0358,45,M,A,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,600 W  34TH                         ST,,33.7134,-118.2898
241706914,03/11/2024 12:00:00 AM,03/11/2024 12:00:00 AM,1200,17,Devonshire,1783,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,9100    TAMPA                        AV,,34.2355,-118.5536
240307874,03/17/2024 12:00:00 AM,03/15/2024 12:00:00 AM,1900,03,Southwest,0331,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4900    FERNDALE                     ST,,34.0294,-118.3496
240506315,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,1930,05,Harbor,0529,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 E  I                            ST,,33.7812,-118.2625
241307310,03/10/2024 12:00:00 AM,03/09/2024 12:00:00 AM,2350,13,Newton,1307,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,800    CROCKER                      ST,,34.0377,-118.2482
240109410,03/22/2024 12:00:00 AM,03/13/2024 12:00:00 AM,1030,01,Central,0156,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,52,M,W,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,,6TH                          ST,SAN JULIAN,34.0423,-118.2453
241707574,03/26/2024 12:00:00 AM,03/25/2024 12:00:00 AM,2000,17,Devonshire,1756,1,520,VEHICLE - ATTEMPT STOLEN,1202 1612 0329 1609,76,F,O,101,STREET,,,IC,Invest Cont,520,,,,17500    DEVONSHIRE                   ST,,34.2576,-118.5155
240506793,03/13/2024 12:00:00 AM,03/13/2024 12:00:00 AM,2200,05,Harbor,0529,1,310,BURGLARY,1822 0344,57,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,800    WATSON                       AV,,33.7808,-118.2475
241707841,03/27/2024 12:00:00 AM,03/27/2024 12:00:00 AM,0715,17,Devonshire,1764,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,65,M,O,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,745,,,,19300    HALSTED                      ST,,34.2437,-118.5536
241906920,03/18/2024 12:00:00 AM,03/18/2024 12:00:00 AM,0530,19,Mission,1958,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 1822,41,F,H,403,DRUG STORE,,,IC,Invest Cont,343,,,,9700    WOODMAN                      AV,,34.2463,-118.4477
240607797,03/25/2024 12:00:00 AM,03/25/2024 12:00:00 AM,1422,06,Hollywood,0629,2,625,OTHER ASSAULT,1501 0447 0913 2021 0361,50,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,625,,,,1900 N  VAN NESS                     AV,,34.1053,-118.3159
241507368,03/10/2024 12:00:00 AM,03/10/2024 12:00:00 AM,0420,15,N Hollywood,1555,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,ELMER                        AV,CAMARILLO                    ST,34.1577,-118.3763
240109492,03/25/2024 12:00:00 AM,03/25/2024 12:00:00 AM,1310,01,Central,0128,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1ST                          ST,SAN PEDRO                    ST,34.0504,-118.2409
241407147,03/10/2024 12:00:00 AM,03/07/2024 12:00:00 AM,2000,14,Pacific,1496,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,9800    VICKSBURG                    AV,,33.9473,-118.394
240506318,03/02/2024 12:00:00 AM,03/01/2024 12:00:00 AM,2030,05,Harbor,0584,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,900 W  29TH                         ST,,33.7191,-118.2973
240506784,03/13/2024 12:00:00 AM,03/13/2024 12:00:00 AM,1615,05,Harbor,0516,1,110,CRIMINAL HOMICIDE,1309 1100 1310 0430 1407 0906 1822,24,M,H,103,ALLEY,102,HAND GUN,AA,Adult Arrest,110,998,,,1300 N  MARINE                       AV,,33.7888,-118.2645
241707299,03/20/2024 12:00:00 AM,03/19/2024 12:00:00 AM,2000,17,Devonshire,1787,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,LASSEN                       ST,ZELZAH                       AV,34.2504,-118.5233
241906419,03/04/2024 12:00:00 AM,03/03/2024 12:00:00 AM,1715,19,Mission,1954,2,624,BATTERY - SIMPLE ASSAULT,0913 1817 0416,33,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,10000 N  SEPULVEDA                    BL,,34.2519,-118.4673
240506699,03/11/2024 12:00:00 AM,03/10/2024 12:00:00 AM,1900,05,Harbor,0514,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,1000 W  PACIFIC COAST                HY,,33.7906,-118.275
241408047,03/29/2024 12:00:00 AM,03/29/2024 12:00:00 AM,0500,14,Pacific,1441,1,330,BURGLARY FROM VEHICLE,0344,53,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,2400    OCEAN FRONT                  WK,,33.9827,-118.47
242007356,03/17/2024 12:00:00 AM,03/16/2024 12:00:00 AM,1830,20,Olympic,2054,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,31,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,3000 W  OLYMPIC                      BL,,34.0526,-118.3004
241106903,03/22/2024 12:00:00 AM,03/20/2024 12:00:00 AM,1800,11,Northeast,1145,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2200    SILVER RIDGE                 AV,,34.0959,-118.2545
241006986,03/24/2024 12:00:00 AM,03/24/2024 12:00:00 AM,1000,10,West Valley,1021,2,940,EXTORTION,1822 1906,27,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,940,,,,19300    KITTRIDGE                    ST,,34.1906,-118.5534
240108796,03/10/2024 12:00:00 AM,03/09/2024 12:00:00 AM,2000,01,Central,0153,2,884,FAILURE TO DISPERSE,1501,0,X,X,102,SIDEWALK,,,IC,Invest Cont,884,,,,5TH,SPRING,34.0477,-118.2502
240308333,03/26/2024 12:00:00 AM,03/26/2024 12:00:00 AM,0755,03,Southwest,0373,1,761,BRANDISH WEAPON,0334 0432 1309 1310 1822,36,F,H,108,PARKING LOT,102,HAND GUN,IC,Invest Cont,761,,,,3700    CRENSHAW                     BL,,34.0199,-118.3351
241208544,03/18/2024 12:00:00 AM,03/18/2024 12:00:00 AM,1600,12,77th Street,1231,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6200 S  RIMPAU                       BL,,33.9835,-118.3397
240607831,03/26/2024 12:00:00 AM,03/23/2024 12:00:00 AM,1200,06,Hollywood,0642,1,480,BIKE - STOLEN,1822 0344,26,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,,7600    FOUNTAIN                     AV,,34.0981,-118.3577
241208766,03/22/2024 12:00:00 AM,03/22/2024 12:00:00 AM,0300,12,77th Street,1242,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,62ND                         ST,4TH                          AV,33.9837,-118.3216
241408161,03/29/2024 12:00:00 AM,03/28/2024 12:00:00 AM,1545,14,Pacific,1414,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,25,M,H,101,STREET,,,IC,Invest Cont,740,,,,700    SUNSET                       AV,,33.9988,-118.4682
240507124,03/23/2024 12:00:00 AM,03/22/2024 12:00:00 AM,1800,05,Harbor,0585,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800 W  24TH                         ST,,33.7225,-118.2947
241006352,03/06/2024 12:00:00 AM,03/05/2024 12:00:00 AM,2100,10,West Valley,1021,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,19500    VOSE                         ST,,34.1984,-118.5579
240307900,03/18/2024 12:00:00 AM,03/16/2024 12:00:00 AM,1000,03,Southwest,0376,2,900,VIOLATION OF COURT ORDER,1501 0913 1814,25,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,900,,,,3900 S  HOBART                       BL,,34.0146,-118.3078
241107169,03/29/2024 12:00:00 AM,03/29/2024 12:00:00 AM,2300,11,Northeast,1184,1,352,PICKPOCKET,1822 0344,26,F,B,207,BAR/COCKTAIL/NIGHTCLUB,,,IC,Invest Cont,352,,,,1400 W  SUNSET                       BL,,34.0812,-118.252
240506659,03/09/2024 12:00:00 AM,03/08/2024 12:00:00 AM,1030,05,Harbor,0518,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0325,0,X,X,203,OTHER BUSINESS,,,AA,Adult Arrest,440,,,,200 E  PACIFIC COAST                HY,,33.798,-118.2604
240907001,03/20/2024 12:00:00 AM,03/19/2024 12:00:00 AM,2130,09,Van Nuys,0926,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,14300    VANOWEN                      ST,,34.1939,-118.4444
241906509,03/07/2024 12:00:00 AM,03/06/2024 12:00:00 AM,1400,19,Mission,1983,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,NOBLE                        ST,PARTHENIA,34.2282,-118.4611
242107481,03/30/2024 12:00:00 AM,03/30/2024 12:00:00 AM,1700,21,Topanga,2128,1,310,BURGLARY,0329 0351 1610,50,M,W,229,CHECK CASHING*,,,IC,Invest Cont,310,,,,20100    SATICOY                      ST,,34.212,-118.5754
240707123,03/15/2024 12:00:00 AM,03/13/2024 12:00:00 AM,1900,07,Wilshire,0765,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1300 S  HUDSON                       AV,,34.0511,-118.3373
240506505,03/06/2024 12:00:00 AM,03/05/2024 12:00:00 AM,1800,05,Harbor,0524,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,E  C                            ST,MAR VISTA                    AV,33.7719,-118.2775
241207723,03/04/2024 12:00:00 AM,03/03/2024 12:00:00 AM,2100,12,77th Street,1233,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6100 S  ST ANDREWS                   PL,,33.9843,-118.3115
241207953,03/07/2024 12:00:00 AM,03/07/2024 12:00:00 AM,2000,12,77th Street,1251,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 1307 0913 0603 0361 1202,75,M,B,122,"VEHICLE, PASSENGER/TRUCK",311,HAMMER,IC,Invest Cont,740,,,,6700    11TH                         AV,,33.9781,-118.3294
241106492,03/06/2024 12:00:00 AM,03/05/2024 12:00:00 AM,1100,11,Northeast,1136,2,624,BATTERY - SIMPLE ASSAULT,0400 0913 0561 0416,82,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,4300    EAGLE ROCK                   BL,,34.1227,-118.2232
241007440,03/26/2024 12:00:00 AM,03/13/2024 12:00:00 AM,0800,10,West Valley,1018,2,954,CONTRIBUTING,0913 1259 1309 0531,16,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,954,,,,15700    COVELLO                      ST,,34.2075,-118.476
241507816,03/18/2024 12:00:00 AM,03/11/2024 12:00:00 AM,1600,15,N Hollywood,1549,1,520,VEHICLE - ATTEMPT STOLEN,1300 0906,39,M,H,108,PARKING LOT,,,IC,Invest Cont,520,,,,CUMPSTON,FAIR,34.17,-118.3743
241508012,03/22/2024 12:00:00 AM,03/19/2024 12:00:00 AM,1500,15,N Hollywood,1532,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,12200    OXNARD                       ST,,34.1794,-118.3993
240307765,03/14/2024 12:00:00 AM,03/14/2024 12:00:00 AM,0150,03,Southwest,0373,2,438,RECKLESS DRIVING,1501 1802,23,X,X,101,STREET,,,AA,Adult Arrest,438,,,,NORMANDIE                    AV,MARTIN LUTHER KING JR        BL,34.0164,-118.3312
240606841,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0800,06,Hollywood,0657,1,310,BURGLARY,1822 0329 0344,32,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5500    SIERRA VISTA                 AV,,34.0895,-118.3114
240108488,03/04/2024 12:00:00 AM,03/02/2024 12:00:00 AM,2020,01,Central,0138,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,28,F,W,101,STREET,,,IC,Invest Cont,331,,,,400 E  3RD                          ST,,34.0473,-118.2425
241507823,03/19/2024 12:00:00 AM,03/19/2024 12:00:00 AM,1000,15,N Hollywood,1547,2,903,CONTEMPT OF COURT,2038 2004,52,F,B,108,PARKING LOT,,,IC,Invest Cont,903,,,,11600    BURBANK                      BL,,34.1722,-118.3848
241606840,03/31/2024 12:00:00 AM,03/31/2024 12:00:00 AM,2230,16,Foothill,1693,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 0416 0400 0446 1813,41,F,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,7600    WILKINSON                    AV,,34.2094,-118.4042
241907198,03/27/2024 12:00:00 AM,03/11/2024 12:00:00 AM,1504,19,Mission,1972,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822,0,M,O,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,9000 N  SEPULVEDA                    BL,,34.2337,-118.4675
242106822,03/12/2024 12:00:00 AM,03/11/2024 12:00:00 AM,2134,21,Topanga,2156,1,330,BURGLARY FROM VEHICLE,0344,40,M,O,108,PARKING LOT,,,IC,Invest Cont,330,,,,6200    TOPANGA CANYON               BL,,34.1865,-118.6017
240108945,03/13/2024 12:00:00 AM,03/12/2024 12:00:00 AM,2000,01,Central,0142,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4TH                          ST,OLIVE,34.0509,-118.2515
241606688,03/26/2024 12:00:00 AM,03/14/2024 12:00:00 AM,1500,16,Foothill,1675,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,101,STREET,,,IC,Invest Cont,668,,,,9100    GLENOAKS                     BL,,34.2345,-118.3713
241407859,03/26/2024 12:00:00 AM,03/25/2024 12:00:00 AM,1600,14,Pacific,1431,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,MAIN,VENICE,33.9873,-118.4706
240307480,03/08/2024 12:00:00 AM,03/08/2024 12:00:00 AM,0815,03,Southwest,0333,1,220,ATTEMPTED ROBBERY,0910 2048 1822 0342 0202 0355,35,M,B,101,STREET,511,VERBAL THREAT,IC,Invest Cont,220,,,,CRENSHAW                     BL,EXPOSITION                   BL,34.0226,-118.3351
241606457,03/18/2024 12:00:00 AM,03/18/2024 12:00:00 AM,0530,16,Foothill,1684,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7700    LANKERSHIM                   BL,,34.2166,-118.3919
241106759,03/16/2024 12:00:00 AM,03/01/2024 12:00:00 AM,2200,11,Northeast,1128,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344,30,F,W,101,STREET,,,IC,Invest Cont,331,,,,100 S  AVENUE 64,,34.1225,-118.1818
241606409,03/16/2024 12:00:00 AM,03/16/2024 12:00:00 AM,0217,16,Foothill,1643,2,900,VIOLATION OF COURT ORDER,2000 0913 1814,31,F,H,121,YARD (RESIDENTIAL/BUSINESS),,,AO,Adult Other,900,,,,13000    TERRA BELLA                  ST,,34.2601,-118.4158
241700732,03/25/2024 12:00:00 AM,03/25/2024 12:00:00 AM,1200,17,Devonshire,1751,1,310,BURGLARY,1607 1402 0216 1610,0,X,X,201,JEWELRY STORE,,,IC,Invest Cont,310,998,,,9900    TOPANGA CANYON               BL,,34.25,-118.606
240806424,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0530,08,West LA,0884,1,310,BURGLARY,1609 1420 1822 0344,0,X,X,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,10900 W  PICO                         BL,,34.0397,-118.4295
240207993,03/21/2024 12:00:00 AM,03/21/2024 12:00:00 AM,1450,02,Rampart,0246,1,210,ROBBERY,1822 0344 0334,45,M,A,101,STREET,207,OTHER KNIFE,IC,Invest Cont,210,,,,WILSHIRE                     BL,RAMPART,34.0598,-118.2734
240207654,03/13/2024 12:00:00 AM,03/09/2024 12:00:00 AM,1600,02,Rampart,0204,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,3400    PLATA                        ST,,34.0778,-118.2821
241306938,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0010,13,Newton,1309,1,310,BURGLARY,1602 0344 2004,0,M,W,213,WAREHOUSE,,,AO,Adult Other,310,,,,2400 E  OLYMPIC                      BL,,34.0256,-118.2299
240607000,03/06/2024 12:00:00 AM,03/05/2024 12:00:00 AM,2355,06,Hollywood,0667,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6000    LEXINGTON                    AV,,34.0926,-118.3201
241106802,03/18/2024 12:00:00 AM,03/09/2024 12:00:00 AM,1000,11,Northeast,1137,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,AA,Adult Arrest,510,,,,500 N  AVENUE 50,,34.1109,-118.2016
240706881,03/08/2024 12:00:00 AM,03/08/2024 12:00:00 AM,1740,07,Wilshire,0749,1,310,BURGLARY,1607 0344,52,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,4400    WILSHIRE                     BL,,34.0618,-118.3244
240207531,03/12/2024 12:00:00 AM,03/10/2024 12:00:00 AM,0430,02,Rampart,0269,1,310,BURGLARY,1822 0344 1601,51,M,H,710,OTHER PREMISE,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,1300    JAMES M WOOD                 BL,,34.0508,-118.2683
241106925,03/23/2024 12:00:00 AM,03/22/2024 12:00:00 AM,1004,11,Northeast,1172,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,34,F,W,146,PATIO*,,,IC,Invest Cont,440,,,,2400    EFFIE                        ST,,34.0867,-118.2623
241907238,03/28/2024 12:00:00 AM,03/27/2024 12:00:00 AM,1000,19,Mission,1944,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 2004,0,M,O,301,GAS STATION,,,IC,Invest Cont,442,,,,11200    LAUREL CANYON                BL,,34.2737,-118.4479
240506616,03/08/2024 12:00:00 AM,03/08/2024 12:00:00 AM,1105,05,Harbor,0502,2,624,BATTERY - SIMPLE ASSAULT,0416 1251 1822,15,M,B,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1300 W  182ND                        ST,,33.8684,-118.2969
240906492,03/07/2024 12:00:00 AM,03/06/2024 12:00:00 AM,2130,09,Van Nuys,0923,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6700    CEDROS                       AV,,34.1925,-118.4531
241207802,03/05/2024 12:00:00 AM,03/02/2024 12:00:00 AM,1850,12,77th Street,1283,1,210,ROBBERY,0342 1278 1300 0416 0446 0344 1822 0216,49,M,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,9600 S  WESTERN                      AV,,33.9487,-118.309
241906979,03/20/2024 12:00:00 AM,03/19/2024 12:00:00 AM,1700,19,Mission,1962,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,15300    TUPPER                       ST,,34.2392,-118.466
240607137,03/10/2024 12:00:00 AM,03/09/2024 12:00:00 AM,2200,06,Hollywood,0628,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1900 N  BRONSON                      AV,,34.1053,-118.318
241207790,03/05/2024 12:00:00 AM,03/04/2024 12:00:00 AM,1800,12,77th Street,1257,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7700 S  FIGUEROA                     ST,,33.9698,-118.2827
241407797,03/23/2024 12:00:00 AM,03/23/2024 12:00:00 AM,1510,14,Pacific,1415,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0355,54,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,1700    PENMAR                       AV,,34.0028,-118.4573
240507277,03/27/2024 12:00:00 AM,03/26/2024 12:00:00 AM,1800,05,Harbor,0529,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700    PENINSULA                    RD,,33.7649,-118.2485
240207428,03/07/2024 12:00:00 AM,03/03/2024 12:00:00 AM,1630,02,Rampart,0257,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 1300 0329,36,M,W,304,GARMENT MANUFACTURER,,,IC,Invest Cont,740,,,,1500    SHATTO                       ST,,34.0554,-118.2679
240807461,03/29/2024 12:00:00 AM,03/26/2024 12:00:00 AM,1000,08,West LA,0805,2,662,"BUNCO, GRAND THEFT",1822 0701,83,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,15500    HAMNER                       DR,,34.1248,-118.4641
240600741,03/28/2024 12:00:00 AM,03/28/2024 12:00:00 AM,1938,06,Hollywood,0636,1,510,VEHICLE - STOLEN,1501 1300 2004 1606 0216 1402,32,F,B,101,STREET,,,AA,Adult Arrest,510,998,,,IVAR,YUCCA,34.1039,-118.3282
240807409,03/28/2024 12:00:00 AM,03/24/2024 12:00:00 AM,0700,08,West LA,0832,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,420,,,,1100    BARRY                        AV,,34.0523,-118.461
240807970,03/22/2024 12:00:00 AM,03/22/2024 12:00:00 AM,1000,08,West LA,0857,1,330,BURGLARY FROM VEHICLE,1822 1307 0344,59,F,W,101,STREET,,,IC,Invest Cont,330,,,,1100    GLENVILLE                    DR,,34.0571,-118.3928
241706788,03/06/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0200,17,Devonshire,1747,1,352,PICKPOCKET,0344,54,F,W,735,NIGHT CLUB (OPEN EVENINGS ONLY),,,IC,Invest Cont,352,,,,16900    BLACKHAWK                    ST,,34.2589,-118.5006
241208976,03/26/2024 12:00:00 AM,03/25/2024 12:00:00 AM,1200,12,77th Street,1267,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,300 W  84TH                         ST,,33.9633,-118.2783
240607093,03/08/2024 12:00:00 AM,03/08/2024 12:00:00 AM,1730,06,Hollywood,0666,1,210,ROBBERY,0216 0443 2036 0319 0903 1822 0400 0416 0446 0445,39,M,O,101,STREET,207,OTHER KNIFE,AA,Adult Arrest,210,946,,,SUNSET,CAHUENGA,34.098,-118.3295
241006224,03/02/2024 12:00:00 AM,03/02/2024 12:00:00 AM,0950,10,West Valley,1019,1,510,VEHICLE - STOLEN,,0,,,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,510,,,,7400    HASKELL                      AV,,34.2048,-118.4749
241208527,03/18/2024 12:00:00 AM,03/17/2024 12:00:00 AM,2200,12,77th Street,1239,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1000 W  61ST                         ST,,33.9841,-118.2915
240707622,03/28/2024 12:00:00 AM,03/28/2024 12:00:00 AM,0344,07,Wilshire,0774,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1700 S  SYCAMORE                     AV,,34.0442,-118.3495
